更新时间,#genre#
20250105-17-37-13,url


blacklist,#genre#
CCTV-10科教,http://1.30.24.181:9901/tsfile/live/0010_1.m3u8
CCTV-10科教,http://101.66.199.233:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-10科教,http://104.244.79.187:4994/proxy?url=http%3A//104.244.79.187%3A62115/itv/1000000001000023734.m3u8%3Fcdn%3Dystenlive
CCTV-10科教,http://104.244.79.187:4994/proxy?url=http%3A//104.244.79.187%3A62115/itv/1000000005000265010.m3u8%3Fcdn%3Dystenlive
CCTV-10科教,http://106.118.70.215:9901/tsfile/live/0010_1.m3u8
CCTV-10科教,http://111.31.22.5/cache.ott.fifalive.itv.cmvideo.cn/000000001000//1.m3u8?channel-id=ystenlive&Contentid=1000000001000023734&livemode=1&stbId=3
CCTV-10科教,http://112.101.78.50:9901/tsfile/live/0010_1.m3u8
CCTV-10科教,http://113.236.17.12:9901/tsfile/live/1161_1.m3u8
CCTV-10科教,http://113.57.111.4:1111/tsfile/live/1009_1.m3u8
CCTV-10科教,http://114.105.187.147:9901/tsfile/live/1008_1.m3u8
CCTV-10科教,http://115.48.60.104:9901/tsfile/live/0010_1.m3u8
CCTV-10科教,http://115.48.61.41:9901/tsfile/live/0010_1.m3u8
CCTV-10科教,http://115.48.63.221:9901/tsfile/live/0010_1.m3u8
CCTV-10科教,http://119.125.134.176:9901/tsfile/live/0010_1.m3u8
CCTV-10科教,http://123.161.39.128:9901/tsfile/live/0010_1.m3u8
CCTV-10科教,http://123.161.39.146:9901/tsfile/live/0010_1.m3u8
CCTV-10科教,http://124.231.213.16:9999/tsfile/live/0010_1.m3u8
CCTV-10科教,http://125.32.120.52:9901/tsfile/live/0010_1.m3u8
CCTV-10科教,http://125.43.245.50:9901/tsfile/live/0010_1.m3u8
CCTV-10科教,http://150.158.112.123/%E5%85%AC%E4%BC%97%E5%8F%B7~%E7%8E%89%E7%8E%89%E8%BD%AF%E4%BB%B6%E5%BA%93/mg.php?id=cctv10
CCTV-10科教,http://182.117.198.1:9901/tsfile/live/0010_1.m3u8
CCTV-10科教,http://211.101.247.19:6699/api/migu.php?type=hls&url=cctv10
CCTV-10科教,http://220.164.192.48:50085/tsfile/live/0011_1.m3u8
CCTV-10科教,http://222.134.245.16:9901/tsfile/live/0010_1.m3u8
CCTV-10科教,http://222.241.154.37:9901/tsfile/live/23010_1.m3u8
CCTV-10科教,http://223.166.234.215:7777/tsfile/live/0010_1.m3u8
CCTV-10科教,http://60.12.183.46:9901/tsfile/live/0010_1.m3u8
CCTV-10科教,http://60.12.183.46:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-10科教,http://60.187.244.165:9901/tsfile/live/0010_1.m3u8
CCTV-10科教,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=cctv10hd
CCTV-10科教,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2170&tk=2894ccdba8fc
CCTV-10科教,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=3243&tk=2894ccdba8fc
CCTV-10科教,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4321&tk=2894ccdba8fc
CCTV-10科教,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4396&tk=2894ccdba8fc
CCTV-10科教,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=5313&tk=2894ccdba8fc
CCTV-10科教,http://kxrj.site:1258/699/mg9.php?id=cctv10
CCTV-10科教,http://kxrj.site:8081/8647/mg.php?id=cctv10
CCTV-10科教,http://livetv.wqwqwq.sbs/itv/1000000001000023734.m3u8?cdn=ystenlive
CCTV-10科教,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225730/index.m3u8
CCTV-10科教,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226473/index.m3u8
CCTV-10科教,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225730/index.m3u8
CCTV-10科教,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226473/index.m3u8
CCTV-10科教,http://www.furymax.top:85/rtp/239.69.1.105:10268
CCTV-10科教,p3p://108.181.32.169:33201/64260d0a000e81f1edfc74866d9b5c0f
CCTV-11戏曲,http://101.66.199.233:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-11戏曲,http://104.244.79.187:4994/proxy?url=http%3A//104.244.79.187%3A62115/itv/1000000005000265011.m3u8%3Fcdn%3Dystenlive
CCTV-11戏曲,http://111.31.22.5/cache.ott.fifalive.itv.cmvideo.cn/000000001000//1.m3u8?channel-id=ystenlive&Contentid=1000000005000265011&livemode=1&stbId=3
CCTV-11戏曲,http://113.236.17.12:9901/tsfile/live/1010_1.m3u8
CCTV-11戏曲,http://113.236.31.149:9901/tsfile/live/1010_1.m3u8
CCTV-11戏曲,http://113.57.111.4:1111/tsfile/live/1010_1.m3u8
CCTV-11戏曲,http://114.105.187.147:9901/tsfile/live/0011_1.m3u8
CCTV-11戏曲,http://115.48.60.104:9901/tsfile/live/0011_1.m3u8
CCTV-11戏曲,http://115.48.62.70:9901/tsfile/live/0011_1.m3u8
CCTV-11戏曲,http://115.48.63.125:9901/tsfile/live/0011_1.m3u8
CCTV-11戏曲,http://117.190.144.101:1111/tsfile/live/0011_1.m3u8
CCTV-11戏曲,http://118.77.152.185:9901/tsfile/live/0011_1.m3u8
CCTV-11戏曲,http://123.161.39.128:9901/tsfile/live/0011_1.m3u8
CCTV-11戏曲,http://123.161.39.146:9901/tsfile/live/0011_1.m3u8
CCTV-11戏曲,http://123.166.61.70:8003/hls/43/index.m3u8
CCTV-11戏曲,http://124.231.212.230:9999/tsfile/live/0011_1.m3u8
CCTV-11戏曲,http://125.32.120.52:9901/tsfile/live/0011_1.m3u8
CCTV-11戏曲,http://125.43.245.50:9901/tsfile/live/0011_1.m3u8
CCTV-11戏曲,http://150.158.112.123/%E5%85%AC%E4%BC%97%E5%8F%B7~%E7%8E%89%E7%8E%89%E8%BD%AF%E4%BB%B6%E5%BA%93/mg.php?id=cctv11
CCTV-11戏曲,http://163.177.122.122:9901/tsfile/live/1030_1.m3u8
CCTV-11戏曲,http://163.177.122.75:9901/tsfile/live/1021_1.m3u8
CCTV-11戏曲,http://182.117.198.1:9901/tsfile/live/0011_1.m3u8
CCTV-11戏曲,http://211.101.247.19:6699/api/migu.php?type=hls&url=cctv11
CCTV-11戏曲,http://222.134.245.16:9901/tsfile/live/0011_1.m3u8
CCTV-11戏曲,http://222.134.245.16:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-11戏曲,http://222.241.154.37:9901/tsfile/live/23011_1.m3u8
CCTV-11戏曲,http://223.166.234.215:7777/tsfile/live/0011_1.m3u8
CCTV-11戏曲,http://58.53.152.198:9901/tsfile/live/0011_1.m3u8
CCTV-11戏曲,http://60.12.183.46:9901/tsfile/live/0011_1.m3u8
CCTV-11戏曲,http://60.12.183.46:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-11戏曲,http://60.187.244.165:9901/tsfile/live/0011_1.m3u8
CCTV-11戏曲,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=cctv11
CCTV-11戏曲,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1028&tk=2894ccdba8fc
CCTV-11戏曲,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1970&tk=2894ccdba8fc
CCTV-11戏曲,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=3482&tk=2894ccdba8fc
CCTV-11戏曲,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7142&tk=2894ccdba8fc
CCTV-11戏曲,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7680&tk=2894ccdba8fc
CCTV-11戏曲,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=9050&tk=2894ccdba8fc
CCTV-11戏曲,http://kxrj.site:1258/699/mg9.php?id=cctv11
CCTV-11戏曲,http://kxrj.site:8081/8647/mg.php?id=cctv11
CCTV-11戏曲,http://livetv.wqwqwq.sbs/itv/1000000005000265011.m3u8?cdn=ystenlive
CCTV-11戏曲,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225597/index.m3u8
CCTV-11戏曲,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226565/index.m3u8
CCTV-11戏曲,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225597/index.m3u8
CCTV-11戏曲,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226565/index.m3u8
CCTV-11戏曲,http://www.furymax.top:85/rtp/239.69.1.154:10560
CCTV-11戏曲,p3p://108.181.32.169:33201/64260dce0000aea8edff6e9d426b2704
CCTV-12社会与法,http://101.65.33.225:9901/tsfile/live/0012_1.m3u8
CCTV-12社会与法,http://101.66.199.233:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-12社会与法,http://104.244.79.187:4994/proxy?url=http%3A//104.244.79.187%3A62115/itv/1000000001000032494.m3u8%3Fcdn%3Dystenlive
CCTV-12社会与法,http://104.244.79.187:4994/proxy?url=http%3A//104.244.79.187%3A62115/itv/1000000005000265012.m3u8%3Fcdn%3Dystenlive
CCTV-12社会与法,http://111.31.22.5/cache.ott.fifalive.itv.cmvideo.cn/000000001000//1.m3u8?channel-id=ystenlive&Contentid=1000000001000032494&livemode=1&stbId=3
CCTV-12社会与法,http://113.236.17.12:9901/tsfile/live/1162_1.m3u8
CCTV-12社会与法,http://113.236.31.149:9901/tsfile/live/1162_1.m3u8
CCTV-12社会与法,http://115.48.60.104:9901/tsfile/live/0012_1.m3u8
CCTV-12社会与法,http://115.48.61.41:9901/tsfile/live/0012_1.m3u8
CCTV-12社会与法,http://115.48.62.70:9901/tsfile/live/0012_1.m3u8
CCTV-12社会与法,http://115.48.62.82:9901/tsfile/live/0012_1.m3u8
CCTV-12社会与法,http://115.48.63.125:9901/tsfile/live/0012_1.m3u8
CCTV-12社会与法,http://119.125.134.176:9901/tsfile/live/0012_1.m3u8
CCTV-12社会与法,http://123.161.39.128:9901/tsfile/live/0012_1.m3u8
CCTV-12社会与法,http://123.161.39.146:9901/tsfile/live/0012_1.m3u8
CCTV-12社会与法,http://125.32.120.52:9901/tsfile/live/0012_1.m3u8
CCTV-12社会与法,http://150.158.112.123/%E5%85%AC%E4%BC%97%E5%8F%B7~%E7%8E%89%E7%8E%89%E8%BD%AF%E4%BB%B6%E5%BA%93/mg.php?id=cctv12
CCTV-12社会与法,http://163.177.122.122:9901/tsfile/live/1031_1.m3u8
CCTV-12社会与法,http://171.110.42.239:8181/tsfile/live/0012_1.m3u8
CCTV-12社会与法,http://175.20.235.74:9901/tsfile/live/1011_1.m3u8
CCTV-12社会与法,http://182.113.7.123:9901/tsfile/live/0012_1.m3u8
CCTV-12社会与法,http://182.117.198.1:9901/tsfile/live/0012_1.m3u8
CCTV-12社会与法,http://211.101.247.19:6699/api/migu.php?type=hls&url=cctv12
CCTV-12社会与法,http://219.159.194.28:8181/tsfile/live/0012_1.m3u8
CCTV-12社会与法,http://220.164.192.48:50085/tsfile/live/0013_1.m3u8
CCTV-12社会与法,http://222.241.154.37:9901/tsfile/live/23012_1.m3u8
CCTV-12社会与法,http://223.166.234.215:7777/tsfile/live/0012_1.m3u8
CCTV-12社会与法,http://60.12.183.46:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=0&authid=0
